report_week,reference_week,ach_region,sex,counts
2023-05-22,2023-04-03,Cascade Pacific Action Alliance,Female,116
2023-05-22,2023-04-03,Cascade Pacific Action Alliance,Male,118
2023-05-22,2023-04-03,Elevate Health,Female,184
2023-05-22,2023-04-03,Elevate Health,Male,167
2023-05-22,2023-04-03,Greater Columbia ACH,Female,126
2023-05-22,2023-04-03,Greater Columbia ACH,Male,137
2023-05-22,2023-04-03,HealthierHere,Female,441
2023-05-22,2023-04-03,HealthierHere,Male,375
2023-05-22,2023-04-03,North Central ACH,Female,46
2023-05-22,2023-04-03,North Central ACH,Male,48
2023-05-22,2023-04-03,North Sound ACH,Female,219
2023-05-22,2023-04-03,North Sound ACH,Male,214
2023-05-22,2023-04-03,Olympic Community of Health,Female,75
2023-05-22,2023-04-03,Olympic Community of Health,Male,69
2023-05-22,2023-04-03,SWACH,Female,93
2023-05-22,2023-04-03,SWACH,Male,97
2023-05-22,2023-04-10,Better Health Together,Female,100
2023-05-22,2023-04-10,Better Health Together,Male,108
2023-05-22,2023-04-10,Cascade Pacific Action Alliance,Female,111
2023-05-22,2023-04-10,Cascade Pacific Action Alliance,Male,106
2023-05-22,2023-04-10,Elevate Health,Female,169
2023-05-22,2023-04-10,Elevate Health,Male,173
2023-05-22,2023-04-10,Greater Columbia ACH,Female,117
2023-05-22,2023-04-10,Greater Columbia ACH,Male,124
2023-05-22,2023-04-10,HealthierHere,Female,411
2023-05-22,2023-04-10,HealthierHere,Male,401
2023-05-22,2023-04-10,North Central ACH,Female,47
2023-05-22,2023-04-10,North Central ACH,Male,48
2023-05-22,2023-04-10,North Sound ACH,Female,224
2023-05-22,2023-04-10,North Sound ACH,Male,239
2023-05-22,2023-04-10,Olympic Community of Health,Female,64
2023-05-22,2023-04-10,Olympic Community of Health,Male,62
2023-05-22,2023-04-10,SWACH,Female,116
2023-05-22,2023-04-10,SWACH,Male,97
2023-05-22,2023-04-17,Better Health Together,Female,103
2023-05-22,2023-04-17,Better Health Together,Male,114
2023-05-22,2023-04-17,Cascade Pacific Action Alliance,Female,103
2023-05-22,2023-04-17,Cascade Pacific Action Alliance,Male,100
2023-05-22,2023-04-17,Elevate Health,Female,148
2023-05-22,2023-04-17,Elevate Health,Male,142
2023-05-22,2023-04-17,Greater Columbia ACH,Female,114
2023-05-22,2023-04-17,Greater Columbia ACH,Male,111
2023-05-22,2023-04-17,HealthierHere,Female,370
2023-05-22,2023-04-17,HealthierHere,Male,357
2023-05-22,2023-04-17,North Central ACH,Female,42
2023-05-22,2023-04-17,North Central ACH,Male,41
2023-05-22,2023-04-17,North Sound ACH,Female,218
2023-05-22,2023-04-17,North Sound ACH,Male,194
2023-05-22,2023-04-17,Olympic Community of Health,Female,64
2023-05-22,2023-04-17,Olympic Community of Health,Male,60
2023-05-22,2023-04-17,SWACH,Female,90
2023-05-22,2023-04-17,SWACH,Male,87
2023-05-22,2023-04-24,Better Health Together,Female,93
2023-05-22,2023-04-24,Better Health Together,Male,92
2023-05-22,2023-04-24,Cascade Pacific Action Alliance,Female,105
2023-05-22,2023-04-24,Cascade Pacific Action Alliance,Male,109
2023-05-22,2023-04-24,Elevate Health,Female,131
2023-05-22,2023-04-24,Elevate Health,Male,134
2023-05-22,2023-04-24,Greater Columbia ACH,Female,114
2023-05-22,2023-04-24,Greater Columbia ACH,Male,100
2023-05-22,2023-04-24,HealthierHere,Female,338
2023-05-22,2023-04-24,HealthierHere,Male,336
2023-05-22,2023-04-24,North Central ACH,Female,37
2023-05-22,2023-04-24,North Central ACH,Male,41
2023-05-22,2023-04-24,North Sound ACH,Female,209
2023-05-22,2023-04-24,North Sound ACH,Male,185
2023-05-22,2023-04-24,Olympic Community of Health,Female,68
2023-05-22,2023-04-24,Olympic Community of Health,Male,60
2023-05-22,2023-04-24,SWACH,Female,78
2023-05-22,2023-04-24,SWACH,Male,85
2023-05-22,2023-05-01,Better Health Together,Female,91
2023-05-22,2023-05-01,Better Health Together,Male,80
2023-05-22,2023-05-01,Cascade Pacific Action Alliance,Female,103
2023-05-22,2023-05-01,Cascade Pacific Action Alliance,Male,79
2023-05-22,2023-05-01,Elevate Health,Female,123
2023-05-22,2023-05-01,Elevate Health,Male,122
2023-05-22,2023-05-01,Greater Columbia ACH,Female,100
2023-05-22,2023-05-01,Greater Columbia ACH,Male,92
2023-05-22,2023-05-01,HealthierHere,Female,269
2023-05-22,2023-05-01,HealthierHere,Male,267
2023-05-22,2023-05-01,North Central ACH,Female,33
2023-05-22,2023-05-01,North Central ACH,Male,39
2023-05-22,2023-05-01,North Sound ACH,Female,161
2023-05-22,2023-05-01,North Sound ACH,Male,183
2023-05-22,2023-05-01,Olympic Community of Health,Female,48
2023-05-22,2023-05-01,Olympic Community of Health,Male,40
2023-05-22,2023-05-01,SWACH,Female,65
2023-05-22,2023-05-01,SWACH,Male,80
2023-05-22,2023-05-08,Better Health Together,Female,56
2023-05-22,2023-05-08,Better Health Together,Male,61
2023-05-22,2023-05-08,Cascade Pacific Action Alliance,Female,70
2023-05-22,2023-05-08,Cascade Pacific Action Alliance,Male,55
2023-05-22,2023-05-08,Elevate Health,Female,74
2023-05-22,2023-05-08,Elevate Health,Male,77
2023-05-22,2023-05-08,Greater Columbia ACH,Female,80
2023-05-22,2023-05-08,Greater Columbia ACH,Male,72
2023-05-22,2023-05-08,HealthierHere,Female,195
2023-05-22,2023-05-08,HealthierHere,Male,209
2023-05-22,2023-05-08,North Central ACH,Female,26
2023-05-22,2023-05-08,North Central ACH,Male,22
2023-05-22,2023-05-08,North Sound ACH,Female,118
2023-05-22,2023-05-08,North Sound ACH,Male,103
2023-05-22,2023-05-08,Olympic Community of Health,Female,44
2023-05-22,2023-05-08,Olympic Community of Health,Male,26
2023-05-22,2023-05-08,SWACH,Female,57
2023-05-22,2023-05-08,SWACH,Male,47
2023-05-22,2023-05-15,Better Health Together,Female,23
2023-05-22,2023-05-15,Better Health Together,Male,29
2023-05-22,2023-05-15,Cascade Pacific Action Alliance,Female,30
2023-05-22,2023-05-15,Cascade Pacific Action Alliance,Male,27
2023-05-22,2023-05-15,Elevate Health,Female,57
2023-05-22,2023-05-15,Elevate Health,Male,42
2023-05-22,2023-05-15,Greater Columbia ACH,Female,36
2023-05-22,2023-05-15,Greater Columbia ACH,Male,34
2023-05-22,2023-05-15,HealthierHere,Female,104
2023-05-22,2023-05-15,HealthierHere,Male,116
2023-05-22,2023-05-15,North Central ACH,Female,13
2023-05-22,2023-05-15,North Central ACH,Male,14
2023-05-22,2023-05-15,North Sound ACH,Female,59
2023-05-22,2023-05-15,North Sound ACH,Male,69
2023-05-22,2023-05-15,Olympic Community of Health,Female,24
2023-05-22,2023-05-15,Olympic Community of Health,Male,17
2023-05-22,2023-05-15,SWACH,Female,20
2023-05-22,2023-05-15,SWACH,Male,24
2023-05-22,2023-05-22,Better Health Together,Female,8
2023-05-22,2023-05-22,Better Health Together,Male,7
2023-05-22,2023-05-22,Cascade Pacific Action Alliance,Female,9
2023-05-22,2023-05-22,Cascade Pacific Action Alliance,Male,6
2023-05-22,2023-05-22,Elevate Health,Female,15
2023-05-22,2023-05-22,Elevate Health,Male,11
2023-05-22,2023-05-22,Greater Columbia ACH,Female,13
2023-05-22,2023-05-22,Greater Columbia ACH,Male,7
2023-05-22,2023-05-22,HealthierHere,Female,31
2023-05-22,2023-05-22,HealthierHere,Male,20
2023-05-22,2023-05-22,North Central ACH,Female,2
2023-05-22,2023-05-22,North Central ACH,Male,5
2023-05-22,2023-05-22,North Sound ACH,Female,16
2023-05-22,2023-05-22,North Sound ACH,Male,14
2023-05-22,2023-05-22,Olympic Community of Health,Female,2
2023-05-22,2023-05-22,Olympic Community of Health,Male,5
2023-05-22,2023-05-22,SWACH,Female,5
2023-05-22,2023-05-22,SWACH,Male,9
2023-05-29,2023-04-03,Better Health Together,Female,112
2023-05-29,2023-04-03,Better Health Together,Male,115
2023-05-29,2023-04-03,Cascade Pacific Action Alliance,Female,116
2023-05-29,2023-04-03,Cascade Pacific Action Alliance,Male,119
2023-05-29,2023-04-03,Elevate Health,Female,187
2023-05-29,2023-04-03,Elevate Health,Male,168
2023-05-29,2023-04-03,Greater Columbia ACH,Female,128
2023-05-29,2023-04-03,Greater Columbia ACH,Male,140
2023-05-29,2023-04-03,HealthierHere,Female,448
2023-05-29,2023-04-03,HealthierHere,Male,385
2023-05-29,2023-04-03,North Central ACH,Female,46
2023-05-29,2023-04-03,North Central ACH,Male,49
2023-05-29,2023-04-03,North Sound ACH,Female,221
2023-05-29,2023-04-03,North Sound ACH,Male,217
2023-05-29,2023-04-03,Olympic Community of Health,Female,77
2023-05-29,2023-04-03,Olympic Community of Health,Male,69
2023-05-29,2023-04-03,SWACH,Female,96
2023-05-29,2023-04-03,SWACH,Male,98
2023-05-29,2023-04-10,Better Health Together,Female,103
2023-05-29,2023-04-10,Better Health Together,Male,110
2023-05-29,2023-04-10,Cascade Pacific Action Alliance,Female,112
2023-05-29,2023-04-10,Cascade Pacific Action Alliance,Male,112
2023-05-29,2023-04-10,Elevate Health,Female,174
2023-05-29,2023-04-10,Elevate Health,Male,175
2023-05-29,2023-04-10,Greater Columbia ACH,Female,120
2023-05-29,2023-04-10,Greater Columbia ACH,Male,126
2023-05-29,2023-04-10,HealthierHere,Female,425
2023-05-29,2023-04-10,HealthierHere,Male,407
2023-05-29,2023-04-10,North Central ACH,Female,47
2023-05-29,2023-04-10,North Central ACH,Male,48
2023-05-29,2023-04-10,North Sound ACH,Female,225
2023-05-29,2023-04-10,North Sound ACH,Male,241
2023-05-29,2023-04-10,Olympic Community of Health,Female,67
2023-05-29,2023-04-10,Olympic Community of Health,Male,66
2023-05-29,2023-04-10,SWACH,Female,117
2023-05-29,2023-04-10,SWACH,Male,98
2023-05-29,2023-04-17,Better Health Together,Female,108
2023-05-29,2023-04-17,Better Health Together,Male,118
2023-05-29,2023-04-17,Cascade Pacific Action Alliance,Female,105
2023-05-29,2023-04-17,Cascade Pacific Action Alliance,Male,106
2023-05-29,2023-04-17,Elevate Health,Female,159
2023-05-29,2023-04-17,Elevate Health,Male,148
2023-05-29,2023-04-17,Greater Columbia ACH,Female,114
2023-05-29,2023-04-17,Greater Columbia ACH,Male,119
2023-05-29,2023-04-17,HealthierHere,Female,382
2023-05-29,2023-04-17,HealthierHere,Male,364
2023-05-29,2023-04-17,North Central ACH,Female,47
2023-05-29,2023-04-17,North Central ACH,Male,42
2023-05-29,2023-04-17,North Sound ACH,Female,223
2023-05-29,2023-04-17,North Sound ACH,Male,197
2023-05-29,2023-04-17,Olympic Community of Health,Female,66
2023-05-29,2023-04-17,Olympic Community of Health,Male,62
2023-05-29,2023-04-17,SWACH,Female,94
2023-05-29,2023-04-17,SWACH,Male,88
2023-05-29,2023-04-24,Better Health Together,Female,99
2023-05-29,2023-04-24,Better Health Together,Male,102
2023-05-29,2023-04-24,Cascade Pacific Action Alliance,Female,111
2023-05-29,2023-04-24,Cascade Pacific Action Alliance,Male,117
2023-05-29,2023-04-24,Elevate Health,Female,141
2023-05-29,2023-04-24,Elevate Health,Male,144
2023-05-29,2023-04-24,Greater Columbia ACH,Female,121
2023-05-29,2023-04-24,Greater Columbia ACH,Male,112
2023-05-29,2023-04-24,HealthierHere,Female,360
2023-05-29,2023-04-24,HealthierHere,Male,365
2023-05-29,2023-04-24,North Central ACH,Female,43
2023-05-29,2023-04-24,North Central ACH,Male,48
2023-05-29,2023-04-24,North Sound ACH,Female,220
2023-05-29,2023-04-24,North Sound ACH,Male,198
2023-05-29,2023-04-24,Olympic Community of Health,Female,72
2023-05-29,2023-04-24,Olympic Community of Health,Male,65
2023-05-29,2023-04-24,SWACH,Female,81
2023-05-29,2023-04-24,SWACH,Male,93
2023-05-29,2023-05-01,Better Health Together,Female,106
2023-05-29,2023-05-01,Better Health Together,Male,93
2023-05-29,2023-05-01,Cascade Pacific Action Alliance,Female,114
2023-05-29,2023-05-01,Cascade Pacific Action Alliance,Male,90
2023-05-29,2023-05-01,Elevate Health,Female,140
2023-05-29,2023-05-01,Elevate Health,Male,141
2023-05-29,2023-05-01,Greater Columbia ACH,Female,121
2023-05-29,2023-05-01,Greater Columbia ACH,Male,109
2023-05-29,2023-05-01,HealthierHere,Female,319
2023-05-29,2023-05-01,HealthierHere,Male,316
2023-05-29,2023-05-01,North Central ACH,Female,43
2023-05-29,2023-05-01,North Central ACH,Male,45
2023-05-29,2023-05-01,North Sound ACH,Female,198
2023-05-29,2023-05-01,North Sound ACH,Male,211
2023-05-29,2023-05-01,Olympic Community of Health,Female,57
2023-05-29,2023-05-01,Olympic Community of Health,Male,53
2023-05-29,2023-05-01,SWACH,Female,84
2023-05-29,2023-05-01,SWACH,Male,85
2023-05-29,2023-05-08,Better Health Together,Female,73
2023-05-29,2023-05-08,Better Health Together,Male,82
2023-05-29,2023-05-08,Cascade Pacific Action Alliance,Female,90
2023-05-29,2023-05-08,Cascade Pacific Action Alliance,Male,77
2023-05-29,2023-05-08,Elevate Health,Female,110
2023-05-29,2023-05-08,Elevate Health,Male,113
2023-05-29,2023-05-08,Greater Columbia ACH,Female,108
2023-05-29,2023-05-08,Greater Columbia ACH,Male,100
2023-05-29,2023-05-08,HealthierHere,Female,297
2023-05-29,2023-05-08,HealthierHere,Male,298
2023-05-29,2023-05-08,North Central ACH,Female,36
2023-05-29,2023-05-08,North Central ACH,Male,35
2023-05-29,2023-05-08,North Sound ACH,Female,168
2023-05-29,2023-05-08,North Sound ACH,Male,152
2023-05-29,2023-05-08,Olympic Community of Health,Female,62
2023-05-29,2023-05-08,Olympic Community of Health,Male,33
2023-05-29,2023-05-08,SWACH,Female,79
2023-05-29,2023-05-08,SWACH,Male,71
2023-05-29,2023-05-15,Better Health Together,Female,62
2023-05-29,2023-05-15,Better Health Together,Male,60
2023-05-29,2023-05-15,Cascade Pacific Action Alliance,Female,67
2023-05-29,2023-05-15,Cascade Pacific Action Alliance,Male,58
2023-05-29,2023-05-15,Elevate Health,Female,102
2023-05-29,2023-05-15,Elevate Health,Male,85
2023-05-29,2023-05-15,Greater Columbia ACH,Female,71
2023-05-29,2023-05-15,Greater Columbia ACH,Male,64
2023-05-29,2023-05-15,HealthierHere,Female,180
2023-05-29,2023-05-15,HealthierHere,Male,210
2023-05-29,2023-05-15,North Central ACH,Female,25
2023-05-29,2023-05-15,North Central ACH,Male,27
2023-05-29,2023-05-15,North Sound ACH,Female,128
2023-05-29,2023-05-15,North Sound ACH,Male,118
2023-05-29,2023-05-15,Olympic Community of Health,Female,43
2023-05-29,2023-05-15,Olympic Community of Health,Male,31
2023-05-29,2023-05-15,SWACH,Female,42
2023-05-29,2023-05-15,SWACH,Male,42
2023-05-29,2023-05-22,Better Health Together,Female,31
2023-05-29,2023-05-22,Better Health Together,Male,34
2023-05-29,2023-05-22,Cascade Pacific Action Alliance,Female,43
2023-05-29,2023-05-22,Cascade Pacific Action Alliance,Male,28
2023-05-29,2023-05-22,Elevate Health,Female,50
2023-05-29,2023-05-22,Elevate Health,Male,37
2023-05-29,2023-05-22,Greater Columbia ACH,Female,45
2023-05-29,2023-05-22,Greater Columbia ACH,Male,37
2023-05-29,2023-05-22,HealthierHere,Female,100
2023-05-29,2023-05-22,HealthierHere,Male,95
2023-05-29,2023-05-22,North Central ACH,Female,17
2023-05-29,2023-05-22,North Central ACH,Male,11
2023-05-29,2023-05-22,North Sound ACH,Female,68
2023-05-29,2023-05-22,North Sound ACH,Male,51
2023-05-29,2023-05-22,Olympic Community of Health,Female,23
2023-05-29,2023-05-22,Olympic Community of Health,Male,15
2023-05-29,2023-05-22,SWACH,Female,21
2023-05-29,2023-05-22,SWACH,Male,33
2023-05-29,2023-05-29,Better Health Together,Female,7
2023-05-29,2023-05-29,Better Health Together,Male,12
2023-05-29,2023-05-29,Cascade Pacific Action Alliance,Female,6
2023-05-29,2023-05-29,Cascade Pacific Action Alliance,Male,10
2023-05-29,2023-05-29,Elevate Health,Female,20
2023-05-29,2023-05-29,Elevate Health,Male,16
2023-05-29,2023-05-29,Greater Columbia ACH,Female,3
2023-05-29,2023-05-29,Greater Columbia ACH,Male,7
2023-05-29,2023-05-29,HealthierHere,Female,35
2023-05-29,2023-05-29,HealthierHere,Male,30
2023-05-29,2023-05-29,North Central ACH,Female,3
2023-05-29,2023-05-29,North Central ACH,Male,2
2023-05-29,2023-05-29,North Sound ACH,Female,21
2023-05-29,2023-05-29,North Sound ACH,Male,13
2023-05-29,2023-05-29,Olympic Community of Health,Female,8
2023-05-29,2023-05-29,Olympic Community of Health,Male,9
2023-05-29,2023-05-29,SWACH,Female,6
2023-05-29,2023-05-29,SWACH,Male,6
2023-06-05,2023-04-03,Better Health Together,Female,113
2023-06-05,2023-04-03,Better Health Together,Male,115
2023-06-05,2023-04-03,Cascade Pacific Action Alliance,Female,117
2023-06-05,2023-04-03,Cascade Pacific Action Alliance,Male,122
2023-06-05,2023-04-03,Elevate Health,Female,191
2023-06-05,2023-04-03,Elevate Health,Male,169
2023-06-05,2023-04-03,Greater Columbia ACH,Female,128
2023-06-05,2023-04-03,Greater Columbia ACH,Male,143
2023-06-05,2023-04-03,HealthierHere,Female,450
2023-06-05,2023-04-03,HealthierHere,Male,389
2023-06-05,2023-04-03,North Central ACH,Female,48
2023-06-05,2023-04-03,North Central ACH,Male,49
2023-06-05,2023-04-03,North Sound ACH,Female,222
2023-06-05,2023-04-03,North Sound ACH,Male,219
2023-06-05,2023-04-03,Olympic Community of Health,Female,78
2023-06-05,2023-04-03,Olympic Community of Health,Male,69
2023-06-05,2023-04-03,SWACH,Female,97
2023-06-05,2023-04-03,SWACH,Male,99
2023-06-05,2023-04-10,Better Health Together,Female,106
2023-06-05,2023-04-10,Better Health Together,Male,111
2023-06-05,2023-04-10,Cascade Pacific Action Alliance,Female,112
2023-06-05,2023-04-10,Cascade Pacific Action Alliance,Male,112
2023-06-05,2023-04-10,Elevate Health,Female,175
2023-06-05,2023-04-10,Elevate Health,Male,177
2023-06-05,2023-04-10,Greater Columbia ACH,Female,120
2023-06-05,2023-04-10,Greater Columbia ACH,Male,126
2023-06-05,2023-04-10,HealthierHere,Female,428
2023-06-05,2023-04-10,HealthierHere,Male,415
2023-06-05,2023-04-10,North Central ACH,Female,49
2023-06-05,2023-04-10,North Central ACH,Male,48
2023-06-05,2023-04-10,North Sound ACH,Female,231
2023-06-05,2023-04-10,North Sound ACH,Male,242
2023-06-05,2023-04-10,Olympic Community of Health,Female,67
2023-06-05,2023-04-10,Olympic Community of Health,Male,67
2023-06-05,2023-04-10,SWACH,Female,117
2023-06-05,2023-04-10,SWACH,Male,101
2023-06-05,2023-04-17,Better Health Together,Female,113
2023-06-05,2023-04-17,Better Health Together,Male,120
2023-06-05,2023-04-17,Cascade Pacific Action Alliance,Female,112
2023-06-05,2023-04-17,Cascade Pacific Action Alliance,Male,107
2023-06-05,2023-04-17,Elevate Health,Female,166
2023-06-05,2023-04-17,Elevate Health,Male,152
2023-06-05,2023-04-17,Greater Columbia ACH,Female,117
2023-06-05,2023-04-17,Greater Columbia ACH,Male,122
2023-06-05,2023-04-17,HealthierHere,Female,388
2023-06-05,2023-04-17,HealthierHere,Male,375
2023-06-05,2023-04-17,North Central ACH,Female,48
2023-06-05,2023-04-17,North Central ACH,Male,44
2023-06-05,2023-04-17,North Sound ACH,Female,228
2023-06-05,2023-04-17,North Sound ACH,Male,201
2023-06-05,2023-04-17,Olympic Community of Health,Female,67
2023-06-05,2023-04-17,Olympic Community of Health,Male,65
2023-06-05,2023-04-17,SWACH,Female,97
2023-06-05,2023-04-17,SWACH,Male,90
2023-06-05,2023-04-24,Better Health Together,Female,101
2023-06-05,2023-04-24,Better Health Together,Male,105
2023-06-05,2023-04-24,Cascade Pacific Action Alliance,Female,115
2023-06-05,2023-04-24,Cascade Pacific Action Alliance,Male,121
2023-06-05,2023-04-24,Elevate Health,Female,146
2023-06-05,2023-04-24,Elevate Health,Male,151
2023-06-05,2023-04-24,Greater Columbia ACH,Female,128
2023-06-05,2023-04-24,Greater Columbia ACH,Male,117
2023-06-05,2023-04-24,HealthierHere,Female,370
2023-06-05,2023-04-24,HealthierHere,Male,379
2023-06-05,2023-04-24,North Central ACH,Female,46
2023-06-05,2023-04-24,North Central ACH,Male,49
2023-06-05,2023-04-24,North Sound ACH,Female,228
2023-06-05,2023-04-24,North Sound ACH,Male,209
2023-06-05,2023-04-24,Olympic Community of Health,Female,73
2023-06-05,2023-04-24,Olympic Community of Health,Male,68
2023-06-05,2023-04-24,SWACH,Female,86
2023-06-05,2023-04-24,SWACH,Male,97
2023-06-05,2023-05-01,Better Health Together,Female,114
2023-06-05,2023-05-01,Better Health Together,Male,100
2023-06-05,2023-05-01,Cascade Pacific Action Alliance,Female,121
2023-06-05,2023-05-01,Cascade Pacific Action Alliance,Male,98
2023-06-05,2023-05-01,Elevate Health,Female,149
2023-06-05,2023-05-01,Elevate Health,Male,151
2023-06-05,2023-05-01,Greater Columbia ACH,Female,137
2023-06-05,2023-05-01,Greater Columbia ACH,Male,117
2023-06-05,2023-05-01,HealthierHere,Female,344
